year,month,day,網紅博客,網民,匿名,媒體,機構及社群,政界人士,企業品牌,演藝明星,商界名人,author_total,Facebook - 群組 或專頁,香港高登,香港01,LIHKG,香港討論區-discuss.com.hk,雅虎(香港),親子王國,香港討論區-uwants.com,Facebook香港,publisher_total,keywords_total,pos_count,neg_count,neu_count,emo_score,manual_pos,manual_neg,manual_equ,manualemo_score,correlation_keyword0,correlation_value0,correlation_keyword1,correlation_value1,correlation_keyword2,correlation_value2,arrival_total,departure_total
2020,2,27,0,1,2,1,0,0,0,0,0,4,1,1,1,0,0,1,0,0,0,4,7,2,2,0,0,0,0,0,0,韓國,2,自中國,1,澳門,1,17.061,15.866
2020,2,28,0,0,4,0,0,1,0,0,0,5,1,0,4,0,0,0,0,0,0,5,9,5,0,0,1,1,0,0,1,意大利,2,總領,1,康珉碩,1,16.952,17.555
2020,2,29,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,5,4,0,0,1,0,0,0,0,意大利,3,總領,2,隔離,1,18.448,20.644
2020,3,1,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,0,4,6,4,0,0,1,0,0,0,0,韓國,2,航班,2,報道,1,21.762,20.601
2020,3,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,韓國,1,航班,1,,0,0,0
2020,3,3,0,0,2,2,1,0,0,0,0,5,3,0,1,0,0,1,0,0,0,5,9,5,0,0,1,0,2,0,-1,韓國,2,個國家,1,抗疫,1,131.004,86.081
2020,3,4,0,1,5,2,0,0,0,0,0,8,2,0,4,0,1,1,0,0,0,8,14,5,1,1,0.666666667,1,1,0,0,韓國,2,航班,2,hk,1,17.437,17.348
2020,3,5,1,4,8,1,0,0,0,0,0,14,2,3,7,1,0,1,0,0,0,14,15,7,0,0,1,1,0,0,1,韓國,5,航班,5,泰國,3,1.652,1.263
2020,3,6,6,11,19,18,2,1,1,0,0,58,32,4,13,2,1,6,0,0,0,58,40,8,1,0,0.777777778,9,12,1,-0.142857143,簽證,18,日本,12,韓國,8,1.647,0.531
2020,3,7,2,9,12,27,5,0,0,0,0,55,39,2,9,0,2,3,0,0,0,55,43,8,0,0,1,17,8,2,0.36,泰國,20,隔離,12,日本,7,2.419,1.301
2020,3,8,0,0,4,5,0,0,0,0,0,9,5,0,4,0,0,0,0,0,0,9,17,3,3,0,0,3,0,0,1,肺炎,2,女病人,1,醫院,1,3.711,3.463
2020,3,9,0,1,7,1,0,0,0,0,0,9,2,0,6,0,0,1,0,0,0,9,12,6,0,0,1,0,0,0,0,日本,4,肺炎,2,香港,2,0.934,1.742
2020,3,10,1,6,4,17,2,0,0,0,0,30,20,3,3,0,2,1,1,0,0,30,26,7,0,0,1,11,5,0,0.375,泰國,14,旅客,5,袁國勇,4,1.848,2.505
2020,3,11,1,0,6,7,1,0,0,0,0,15,9,0,5,0,0,1,0,0,0,15,23,6,1,0,0.714285714,2,2,0,0,泰國,4,地區,3,韓國,2,1.967,1.385
2020,3,12,1,5,9,8,0,0,0,0,0,23,11,1,9,1,0,0,0,1,0,23,19,7,0,0,1,8,1,1,0.777777778,泰國,12,簽證,9,韓國,4,1.694,2.296
2020,3,13,0,3,7,2,0,0,0,0,0,12,4,0,7,1,0,0,0,0,0,12,12,6,0,0,1,1,2,0,-0.333333333,韓國,6,疫情,6,泰國,2,1.704,4.619
2020,3,14,1,0,7,1,0,0,1,0,0,10,3,0,7,0,0,0,0,0,0,10,13,6,1,0,0.714285714,2,0,0,1,韓國,4,疫情,4,香港,2,18.745,16.43
2020,3,15,0,0,5,0,2,0,0,0,0,7,2,0,5,0,0,0,0,0,0,7,8,6,0,0,1,0,1,0,-1,韓國,4,疫情,4,抗疫,1,19.282,16.685
2020,3,16,1,3,7,1,1,0,0,0,0,13,6,0,7,0,0,0,0,0,0,13,15,8,0,0,1,0,2,0,-1,韓國,5,疫情,4,中國,2,24.528,16.351
2020,3,17,0,4,9,9,1,0,0,0,0,23,12,0,7,1,1,2,0,0,0,23,25,6,0,0,1,7,0,0,1,澳門,8,隔離,4,地區,4,21.488,16.124
2020,3,18,1,7,5,10,1,1,1,0,0,26,21,0,3,0,0,2,0,0,0,26,26,8,1,0,0.777777778,8,2,0,0.6,澳門,10,袁國勇,6,香港,6,18.686,13.083
2020,3,19,0,2,6,6,1,1,0,0,0,16,9,0,3,0,1,3,0,0,0,16,24,6,1,0,0.714285714,2,4,0,-0.333333333,本港,3,時期,3,台灣,2,20.583,11.633
2020,3,20,0,9,8,7,4,1,0,0,1,30,22,0,5,0,0,3,0,0,0,30,27,9,0,0,1,7,4,0,0.272727273,人士,8,本港,8,隔離,6,13.118,9.233
2020,3,21,0,20,10,6,4,1,0,0,0,41,0,3,6,2,1,4,0,1,24,41,32,4,4,0,0,5,5,2,0,隔離,7,檢驗,6,港人,6,14.858,9.835
2020,3,22,0,8,9,3,2,0,0,0,0,22,0,0,7,0,2,2,1,0,10,22,29,5,1,1,0.666666667,0,4,0,-1,香港,7,台灣,3,旅客,2,13.494,9.007
2020,3,23,0,21,10,9,2,0,0,1,0,43,0,0,7,1,1,3,1,0,30,43,38,9,0,0,1,6,4,1,0.2,特首,14,政府,14,人次,5,12.797,8.209
2020,3,24,5,12,16,43,15,29,0,1,0,121,0,0,8,0,2,8,0,0,103,121,83,8,1,0,0.777777778,21,33,0,-0.222222222,為期,30,25,29,香港,19,11.652,9.958
2020,3,25,0,2,10,14,4,24,0,0,0,54,0,0,6,0,0,4,0,0,44,54,38,7,1,0,0.75,6,1,3,0.714285714,25,20,為期,19,澳門,16,14.783,10.704
2020,3,26,0,3,6,5,1,0,0,0,0,15,0,1,4,0,0,2,0,0,8,15,23,3,3,0,0,1,4,0,-0.6,澳門,3,肺炎,3,檢疫,2,5.297,3.168
2020,3,27,0,3,2,0,0,0,0,0,0,5,0,0,1,1,0,1,0,0,2,5,10,4,0,1,1,0,0,0,0,暂停,1,签证,1,內地,1,4.458,4.105
2020,3,28,0,7,4,4,1,0,0,0,0,16,0,0,3,0,1,1,0,0,11,16,17,6,2,0,0.5,5,1,0,0.666666667,簽證,5,隔離,4,外國人,4,4.033,2.795
2020,3,29,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,-1,0,0,0,0,26,1,人數,1,,0,4.662,1.441
2020,3,30,1,3,2,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,4,6,12,5,1,0,0.666666667,0,0,0,0,簽證,1,澳門,1,隔離,1,3.584,0.915
2020,3,31,0,1,2,3,0,0,0,0,0,6,0,0,1,0,0,1,0,0,4,6,10,4,2,0,0.333333333,1,1,0,0,港人,2,秘魯,2,外國人,1,2.933,1.017
2020,4,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,3,2,0,0,1,1,0,0,1,港人,2,日本,1,鑽石,1,2.495,1.351
2020,4,2,0,2,1,1,0,0,0,0,0,4,0,0,1,0,0,0,1,0,2,4,8,4,0,0,1,1,0,0,1,90,1,現在,1,隔離,1,0,0
2020,4,3,0,2,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1,3,6,3,0,0,1,1,0,0,1,證明,1,檢測,1,司機,1,69.812,52.016
2020,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,16.844,17.093
2020,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.302,0.928
2020,4,6,0,2,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2,4,4,1,3,0,-0.5,1,1,0,0,智思,3,非必要,3,港人,1,1.577,0.763
2020,4,7,0,0,6,5,1,0,0,0,0,12,0,0,2,0,0,4,0,0,6,12,14,4,3,0,0.142857143,1,4,0,-0.6,香港,5,轉機,4,延長,4,2.672,1.549
2020,4,8,0,0,2,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,3,4,2,1,0,0.333333333,0,0,0,0,確診,2,人次,2,香港,1,2.117,1.868
2020,4,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,1,Kong,1,香港,1,,0,1.114,2.856
2020,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.311,2.401
2020,4,11,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,協助,1,港人,1,,0,2.694,1.344
2020,4,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,處特務,1,巡查,1,,0,1.74,1.973
2020,4,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,1,前線,1,機場,1,,0,1.985,4.947
2020,4,14,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,3,1,1,0,0,1,0,0,1,假期,2,本港,1,檢疫,1,1.082,0.473
2020,4,15,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,1,0,1,0,-1,韓國,2,簽證,2,,0,1.146,0.579
2020,4,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,韓國,1,簽證,1,,0,1.244,0.734
2020,4,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,機場,1,人次,1,,0,1.056,0.477
2020,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.476,0.871
2020,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0.98,0.706
2020,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.131,0.547
2020,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.272,0.64
2020,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0.882,0.399
2020,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.09,0.608
2020,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0.696,0.537
2020,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.316,0.709
2020,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0.932,0.559
2020,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0.955,0.64
2020,4,28,0,2,1,4,0,0,0,0,0,7,0,1,1,0,1,0,0,0,4,7,11,5,1,0,0.666666667,1,3,0,-0.5,內地,3,商務,2,社區,1,0.984,0.918
2020,4,29,0,3,0,3,2,0,0,0,0,8,0,1,0,0,0,0,0,0,7,8,14,6,0,0,1,1,3,0,-0.5,肇始,2,人士,2,新冠,1,0.944,0.438
2020,4,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,香港,1,人士,1,,0,1.386,0.681
2020,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,0,-1,0,0,0,0,大陸,1,報導,1,,0,1.788,0.76
2020,5,2,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,3,5,3,0,0,1,1,0,0,1,服務,2,身份,1,觀察,1,0,0
2020,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,58.784,52.22
2020,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,16.695,18.485
2020,5,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,1,0,-1,拘留,1,阿雄,1,,0,1.649,0.878
2020,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.106,0.5
2020,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.873,1.761
2020,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.562,2.061
2020,5,9,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,1,0,3,4,3,3,1,0,0.5,0,3,0,-1,換證,4,身份,3,服務,1,1.101,3.269
2020,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.726,2.757
2020,5,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,-1,0,0,0,0,澳門,1,外僱,1,,0,1.918,1.414
2020,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.957,1.516
2020,5,13,0,1,0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,3,4,8,3,1,0,0.5,1,1,0,0,詳情,1,口岸,1,新冠,1,1.715,4.818
2020,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.03,0.826
2020,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.67,0.644
2020,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.115,0.728
2020,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.26,0.83
2020,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.413,0.56
2020,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.222,0.749
2020,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.494,0.682
2020,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.064,0.594
2020,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.884,0.549
2020,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.496,0.799
2020,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.857,0.526
2020,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,4.147,0.563
2020,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.57,0.634
2020,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.605,0.579
2020,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.38,0.787
2020,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.572,0.535
2020,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.848,0.633
2020,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.851,0.702
2020,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.581,0.444
2020,6,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,日本,1,解封,1,,0,0,0
2020,6,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,1,0,-1,放寬,1,考慮,1,,0,82.017,63.124
2020,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,18.911,19.853
2020,6,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,外籍人士,1,新冠,1,,0,1.465,0.794
2020,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.41,0.707
2020,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.357,1.527
2020,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,3.608,2.853
2020,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0.83,4.2
2020,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,4.176,2.158
2020,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.711,1.867
2020,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.809,1.668
2020,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,2.652,3.73
2020,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.995,0.934
2020,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.874,1.066
2020,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,3.75,2.671
2020,6,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,商務,1,指揮,1,,0,3.589,2.769
2020,6,18,1,2,3,7,3,1,0,0,0,17,0,1,3,1,0,0,0,0,12,17,19,8,0,0,1,7,3,0,0.4,台灣,4,優先,4,商務,3,3.48,2.55
2020,6,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,1,台灣,1,解封,1,,0,3.264,2.819
2020,6,20,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,4,2,0,0,1,2,0,0,1,計劃,1,封關,1,台灣,1,3.447,2.881
2020,6,21,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,3,0,0,1,1,2,0,-0.333333333,肺炎,2,管制,2,計劃,1,2,1.046
2020,6,22,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,4,2,0,0,1,1,0,0,1,貿易終,1,疫市,1,指揮,1,2.295,1.371
2020,6,23,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,3,6,3,0,0,1,1,1,0,0,地區,1,國家,1,warning,1,3.242,2.744
2020,6,24,0,0,3,1,0,0,0,0,0,4,0,0,1,0,0,2,0,0,1,4,7,4,0,0,1,1,0,0,1,泰國,2,台灣,1,連續,1,3.692,2.722
2020,6,25,1,2,2,11,1,0,0,0,0,17,0,1,1,0,0,1,0,0,14,17,18,8,0,0,1,7,1,0,0.75,台灣,10,轉機,3,居留,3,3.278,2.838
2020,6,26,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,5,3,0,0,1,3,0,0,1,台灣,2,指揮,1,新冠,1,1.518,1.297
2020,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,3.384,2.879
2020,6,28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,-1,0,0,0,0,求助,1,協助,1,,0,1.744,1.24
2020,6,29,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,1,0,0,3,4,5,3,1,0,0.5,2,0,0,1,港人,3,滯留,2,外國人,1,1.773,1.39
2020,6,30,0,1,0,3,1,0,0,0,0,5,0,0,0,0,1,0,0,0,4,5,9,4,1,0,0.6,3,0,0,1,泰國,2,求助,1,香港,1,2.891,2.677
2020,7,1,0,2,2,3,0,0,0,0,0,7,0,1,2,1,0,0,0,0,3,7,10,6,0,1,1,1,0,0,1,泰國,5,29,1,港人,1,3.69,3.096
2020,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0
2020,7,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,7,4,0,0,1,1,2,1,-0.333333333,區嘉宏,2,處理,1,事務處,1,95.982,57.988
2020,7,4,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,2,4,2,0,0,1,0,1,0,-1,羈留,1,邵家臻,1,香港,1,19.758,19.263
2020,7,5,0,1,0,7,0,0,0,0,0,8,0,0,0,0,0,0,1,0,7,8,9,6,0,0,1,7,0,0,1,隔離,4,英國,3,新冠,2,0.992,0.778
2020,7,6,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,4,1,0,1,1,0,0,0,0,澳門,1,解封,1,美國,1,1.231,0.545
2020,7,7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,-1,0,0,0,0,機場,1,香港,1,,0,3.775,1.518
2020,7,8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,單位,1,檢疫,1,,0,3.839,3.497
2020,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,1.209,2.671
2020,7,10,0,2,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,4,4,6,4,0,0,1,0,3,1,-1,中國,2,賣港,2,日起,1,2.631,1.766
2020,7,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,確診,1,深圳,1,,0,1.321,2.013
2020,7,12,0,4,2,4,1,0,0,1,0,12,0,1,0,0,1,2,0,0,8,12,13,5,0,2,1,4,2,1,0.333333333,職員,5,香港,4,清關,2,1.77,1.422
2020,7,13,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,2,4,2,0,0,1,0,1,0,-1,豁免,1,隔離,1,確診,1,2.798,2.643
