year,month,day,y
2020.0,5.0,2.0,4.0
2020.0,5.0,2.0,0.0
2020.0,5.0,2.0,0.0
2020.0,6.0,2.0,28986.0
2020.0,6.0,2.0,0.0
2020.0,6.0,2.0,0.0
2020.0,6.0,2.0,0.0
2020.0,6.0,2.0,0.0
2020.0,6.0,2.0,4510.0
2020.0,6.0,2.0,0.0
2020.0,6.0,2.0,0.0
2020.0,6.0,2.0,0.0
2020.0,6.0,2.0,29628.0
2020.0,6.0,2.0,0.0
2020.0,6.0,2.0,0.0
2020.0,6.0,2.0,0.0
2020.0,6.0,2.0,0.0
2020.0,6.0,2.0,0.0
2020.0,7.0,2.0,28164.0
2020.0,7.0,2.0,0.0
2020.0,7.0,2.0,0.0
2020.0,7.0,2.0,0.0
2020.0,7.0,2.0,0.0
2020.0,7.0,2.0,4476.0
2020.0,7.0,2.0,0.0
2020.0,7.0,2.0,0.0
2020.0,7.0,2.0,0.0
2020.0,7.0,2.0,25348.0
2020.0,7.0,2.0,0.0
2020.0,7.0,2.0,0.0
2020.0,7.0,2.0,0.0
2020.0,7.0,2.0,0.0
2020.0,7.0,2.0,0.0
2020.0,8.0,2.0,24543.0
2020.0,8.0,2.0,0.0
2020.0,8.0,2.0,0.0
2020.0,8.0,2.0,0.0
2020.0,8.0,2.0,0.0
2020.0,8.0,2.0,1355.0
2020.0,8.0,2.0,0.0
2020.0,8.0,2.0,0.0
2020.0,8.0,2.0,0.0
2020.0,8.0,2.0,3191.0
2020.0,8.0,2.0,0.0
2020.0,8.0,2.0,0.0
2020.0,8.0,2.0,0.0
2020.0,8.0,2.0,0.0
2020.0,8.0,2.0,0.0
2020.0,9.0,2.0,21953.0
2020.0,9.0,2.0,0.0
2020.0,9.0,2.0,0.0
2020.0,9.0,2.0,0.0
2020.0,9.0,2.0,0.0
2020.0,9.0,2.0,1876.0
2020.0,9.0,2.0,0.0
2020.0,9.0,2.0,0.0
2020.0,9.0,2.0,0.0
2020.0,9.0,2.0,3678.0
2020.0,9.0,2.0,0.0
2020.0,9.0,2.0,0.0
2020.0,9.0,2.0,0.0
2020.0,9.0,2.0,0.0
2020.0,9.0,2.0,0.0
2020.0,10.0,2.0,19304.0
2020.0,10.0,2.0,0.0
2020.0,10.0,2.0,0.0
2020.0,10.0,2.0,0.0
2020.0,10.0,2.0,0.0
2020.0,10.0,2.0,2089.0
2020.0,10.0,2.0,0.0
2020.0,10.0,2.0,0.0
2020.0,10.0,2.0,0.0
2020.0,10.0,2.0,3036.0
2020.0,10.0,2.0,0.0
2020.0,10.0,2.0,0.0
2020.0,10.0,2.0,0.0
2020.0,10.0,2.0,0.0
2020.0,10.0,2.0,0.0
2020.0,11.0,2.0,15682.0
2020.0,11.0,2.0,0.0
2020.0,11.0,2.0,0.0
2020.0,11.0,2.0,0.0
2020.0,11.0,2.0,0.0
2020.0,11.0,2.0,1515.0
2020.0,11.0,2.0,0.0
2020.0,11.0,2.0,0.0
2020.0,11.0,2.0,0.0
2020.0,11.0,2.0,1984.0
2020.0,11.0,2.0,0.0
2020.0,11.0,2.0,0.0
2020.0,11.0,2.0,0.0
2020.0,11.0,2.0,0.0
2020.0,11.0,2.0,0.0
2020.0,12.0,2.0,16466.0
2020.0,12.0,2.0,0.0
2020.0,12.0,2.0,0.0
2020.0,12.0,2.0,0.0
2020.0,12.0,2.0,0.0
2020.0,12.0,2.0,1363.0
2020.0,12.0,2.0,0.0
2020.0,12.0,2.0,0.0
2020.0,12.0,2.0,0.0
2020.0,12.0,2.0,2195.0
2020.0,12.0,2.0,0.0
2020.0,12.0,2.0,0.0
2020.0,12.0,2.0,0.0
2020.0,12.0,2.0,0.0
2020.0,12.0,2.0,0.0
2020.0,2.0,13.0,17862.0
2020.0,2.0,13.0,0.0
2020.0,2.0,13.0,0.0
2020.0,2.0,13.0,0.0
2020.0,2.0,13.0,0.0
2020.0,2.0,13.0,1663.0
2020.0,2.0,13.0,0.0
2020.0,2.0,13.0,0.0
2020.0,2.0,13.0,0.0
2020.0,2.0,13.0,2016.0
2020.0,2.0,13.0,0.0
2020.0,2.0,13.0,0.0
2020.0,2.0,13.0,0.0
2020.0,2.0,13.0,0.0
2020.0,2.0,13.0,0.0
2020.0,2.0,14.0,18259.0
2020.0,2.0,14.0,0.0
2020.0,2.0,14.0,0.0
2020.0,2.0,14.0,0.0
2020.0,2.0,14.0,0.0
2020.0,2.0,14.0,1855.0
2020.0,2.0,14.0,0.0
2020.0,2.0,14.0,0.0
2020.0,2.0,14.0,0.0
2020.0,2.0,14.0,2225.0
2020.0,2.0,14.0,0.0
2020.0,2.0,14.0,0.0
2020.0,2.0,14.0,0.0
2020.0,2.0,14.0,0.0
2020.0,2.0,14.0,0.0
2020.0,2.0,15.0,17029.0
2020.0,2.0,15.0,0.0
2020.0,2.0,15.0,0.0
2020.0,2.0,15.0,0.0
2020.0,2.0,15.0,0.0
2020.0,2.0,15.0,1665.0
2020.0,2.0,15.0,0.0
2020.0,2.0,15.0,0.0
2020.0,2.0,15.0,0.0
2020.0,2.0,15.0,1716.0
2020.0,2.0,15.0,0.0
2020.0,2.0,15.0,0.0
2020.0,2.0,15.0,0.0
2020.0,2.0,15.0,0.0
2020.0,2.0,15.0,0.0
2020.0,2.0,16.0,15130.0
2020.0,2.0,16.0,0.0
2020.0,2.0,16.0,0.0
2020.0,2.0,16.0,0.0
2020.0,2.0,16.0,0.0
2020.0,2.0,16.0,2195.0
2020.0,2.0,16.0,0.0
2020.0,2.0,16.0,0.0
2020.0,2.0,16.0,0.0
2020.0,2.0,16.0,2133.0
2020.0,2.0,16.0,0.0
2020.0,2.0,16.0,0.0
2020.0,2.0,16.0,0.0
2020.0,2.0,16.0,0.0
2020.0,2.0,16.0,0.0
2020.0,2.0,17.0,12440.0
2020.0,2.0,17.0,0.0
2020.0,2.0,17.0,0.0
2020.0,2.0,17.0,0.0
2020.0,2.0,17.0,0.0
2020.0,2.0,17.0,2712.0
2020.0,2.0,17.0,0.0
2020.0,2.0,17.0,0.0
2020.0,2.0,17.0,0.0
2020.0,2.0,17.0,2497.0
2020.0,2.0,17.0,0.0
2020.0,2.0,17.0,0.0
2020.0,2.0,17.0,0.0
2020.0,2.0,17.0,0.0
2020.0,2.0,17.0,0.0
2020.0,2.0,18.0,10888.0
2020.0,2.0,18.0,0.0
2020.0,2.0,18.0,0.0
2020.0,2.0,18.0,0.0
2020.0,2.0,18.0,0.0
2020.0,2.0,18.0,2759.0
2020.0,2.0,18.0,0.0
2020.0,2.0,18.0,0.0
2020.0,2.0,18.0,0.0
2020.0,2.0,18.0,1834.0
2020.0,2.0,18.0,0.0
2020.0,2.0,18.0,0.0
2020.0,2.0,18.0,0.0
2020.0,2.0,18.0,0.0
2020.0,2.0,18.0,0.0
2020.0,2.0,19.0,11844.0
2020.0,2.0,19.0,0.0
2020.0,2.0,19.0,0.0
2020.0,2.0,19.0,0.0
2020.0,2.0,19.0,0.0
2020.0,2.0,19.0,2449.0
2020.0,2.0,19.0,0.0
2020.0,2.0,19.0,0.0
2020.0,2.0,19.0,0.0
2020.0,2.0,19.0,1766.0
2020.0,2.0,19.0,0.0
2020.0,2.0,19.0,0.0
2020.0,2.0,19.0,0.0
2020.0,2.0,19.0,0.0
2020.0,2.0,19.0,0.0
2020.0,2.0,20.0,13846.0
2020.0,2.0,20.0,0.0
2020.0,2.0,20.0,0.0
2020.0,2.0,20.0,0.0
2020.0,2.0,20.0,0.0
2020.0,2.0,20.0,3782.0
2020.0,2.0,20.0,0.0
2020.0,2.0,20.0,0.0
2020.0,2.0,20.0,0.0
2020.0,2.0,20.0,1842.0
2020.0,2.0,20.0,0.0
2020.0,2.0,20.0,0.0
2020.0,2.0,20.0,0.0
2020.0,2.0,20.0,0.0
2020.0,2.0,20.0,0.0
2020.0,2.0,21.0,15047.0
2020.0,2.0,21.0,0.0
2020.0,2.0,21.0,0.0
2020.0,2.0,21.0,0.0
2020.0,2.0,21.0,0.0
2020.0,2.0,21.0,4006.0
2020.0,2.0,21.0,0.0
2020.0,2.0,21.0,0.0
2020.0,2.0,21.0,0.0
2020.0,2.0,21.0,1844.0
2020.0,2.0,21.0,0.0
2020.0,2.0,21.0,0.0
2020.0,2.0,21.0,0.0
2020.0,2.0,21.0,0.0
2020.0,2.0,21.0,0.0
2020.0,2.0,22.0,12669.0
2020.0,2.0,22.0,0.0
2020.0,2.0,22.0,0.0
2020.0,2.0,22.0,0.0
2020.0,2.0,22.0,0.0
2020.0,2.0,22.0,4235.0
2020.0,2.0,22.0,0.0
2020.0,2.0,22.0,0.0
2020.0,2.0,22.0,0.0
2020.0,2.0,22.0,1726.0
2020.0,2.0,22.0,0.0
2020.0,2.0,22.0,0.0
2020.0,2.0,22.0,0.0
2020.0,2.0,22.0,0.0
2020.0,2.0,22.0,0.0
2020.0,2.0,23.0,11662.0
2020.0,2.0,23.0,0.0
2020.0,2.0,23.0,0.0
2020.0,2.0,23.0,0.0
2020.0,2.0,23.0,0.0
2020.0,2.0,23.0,4203.0
2020.0,2.0,23.0,0.0
2020.0,2.0,23.0,0.0
2020.0,2.0,23.0,0.0
2020.0,2.0,23.0,2190.0
2020.0,2.0,23.0,0.0
2020.0,2.0,23.0,0.0
2020.0,2.0,23.0,0.0
2020.0,2.0,23.0,0.0
2020.0,2.0,23.0,0.0
2020.0,2.0,24.0,10191.0
2020.0,2.0,24.0,0.0
2020.0,2.0,24.0,0.0
2020.0,2.0,24.0,0.0
2020.0,2.0,24.0,0.0
2020.0,2.0,24.0,4967.0
2020.0,2.0,24.0,0.0
2020.0,2.0,24.0,0.0
2020.0,2.0,24.0,0.0
2020.0,2.0,24.0,2627.0
2020.0,2.0,24.0,0.0
2020.0,2.0,24.0,0.0
2020.0,2.0,24.0,0.0
2020.0,2.0,24.0,0.0
2020.0,2.0,24.0,0.0
2020.0,2.0,25.0,9213.0
2020.0,2.0,25.0,0.0
2020.0,2.0,25.0,0.0
2020.0,2.0,25.0,0.0
2020.0,2.0,25.0,0.0
2020.0,2.0,25.0,3962.0
2020.0,2.0,25.0,0.0
2020.0,2.0,25.0,0.0
2020.0,2.0,25.0,0.0
2020.0,2.0,25.0,2154.0
2020.0,2.0,25.0,0.0
2020.0,2.0,25.0,0.0
2020.0,2.0,25.0,0.0
2020.0,2.0,25.0,0.0
2020.0,2.0,25.0,0.0
2020.0,2.0,26.0,9362.0
2020.0,2.0,26.0,0.0
2020.0,2.0,26.0,0.0
2020.0,2.0,26.0,0.0
2020.0,2.0,26.0,0.0
2020.0,2.0,26.0,4082.0
2020.0,2.0,26.0,0.0
2020.0,2.0,26.0,0.0
2020.0,2.0,26.0,0.0
2020.0,2.0,26.0,2422.0
2020.0,2.0,26.0,0.0
2020.0,2.0,26.0,0.0
2020.0,2.0,26.0,0.0
2020.0,2.0,26.0,0.0
2020.0,2.0,26.0,0.0
2020.0,2.0,27.0,10720.0
2020.0,2.0,27.0,0.0
2020.0,2.0,27.0,0.0
2020.0,2.0,27.0,0.0
2020.0,2.0,27.0,0.0
2020.0,2.0,27.0,4441.0
2020.0,2.0,27.0,0.0
2020.0,2.0,27.0,0.0
2020.0,2.0,27.0,0.0
2020.0,2.0,27.0,2394.0
2020.0,2.0,27.0,0.0
2020.0,2.0,27.0,0.0
2020.0,2.0,27.0,0.0
2020.0,2.0,27.0,0.0
2020.0,2.0,27.0,0.0
2020.0,2.0,28.0,12757.0
2020.0,2.0,28.0,0.0
2020.0,2.0,28.0,0.0
2020.0,2.0,28.0,0.0
2020.0,2.0,28.0,0.0
2020.0,2.0,28.0,5422.0
2020.0,2.0,28.0,0.0
2020.0,2.0,28.0,0.0
2020.0,2.0,28.0,0.0
2020.0,2.0,28.0,2465.0
2020.0,2.0,28.0,0.0
2020.0,2.0,28.0,0.0
2020.0,2.0,28.0,0.0
2020.0,2.0,28.0,0.0
2020.0,2.0,28.0,0.0
2020.0,2.0,29.0,11778.0
2020.0,2.0,29.0,0.0
2020.0,2.0,29.0,0.0
2020.0,2.0,29.0,0.0
2020.0,2.0,29.0,0.0
2020.0,2.0,29.0,5740.0
2020.0,2.0,29.0,0.0
2020.0,2.0,29.0,0.0
2020.0,2.0,29.0,0.0
2020.0,2.0,29.0,3083.0
2020.0,2.0,29.0,0.0
2020.0,2.0,29.0,0.0
2020.0,2.0,29.0,0.0
2020.0,2.0,29.0,0.0
2020.0,2.0,29.0,0.0
2020.0,1.0,3.0,11319.0
2020.0,1.0,3.0,0.0
2020.0,1.0,3.0,0.0
2020.0,1.0,3.0,0.0
2020.0,1.0,3.0,0.0
2020.0,1.0,3.0,5686.0
2020.0,1.0,3.0,0.0
2020.0,1.0,3.0,0.0
2020.0,1.0,3.0,0.0
2020.0,1.0,3.0,4231.0
2020.0,1.0,3.0,0.0
2020.0,1.0,3.0,0.0
2020.0,1.0,3.0,0.0
2020.0,1.0,3.0,0.0
2020.0,1.0,3.0,0.0
2020.0,2.0,3.0,8275.0
2020.0,2.0,3.0,0.0
2020.0,2.0,3.0,0.0
2020.0,2.0,3.0,0.0
2020.0,2.0,3.0,0.0
2020.0,2.0,3.0,6250.0
2020.0,2.0,3.0,0.0
2020.0,2.0,3.0,0.0
2020.0,2.0,3.0,0.0
2020.0,2.0,3.0,4130.0
2020.0,2.0,3.0,0.0
2020.0,2.0,3.0,0.0
2020.0,2.0,3.0,0.0
2020.0,2.0,3.0,0.0
2020.0,2.0,3.0,0.0
2020.0,3.0,3.0,8223.0
2020.0,3.0,3.0,0.0
2020.0,3.0,3.0,0.0
2020.0,3.0,3.0,0.0
2020.0,3.0,3.0,0.0
2020.0,3.0,3.0,5695.0
2020.0,3.0,3.0,0.0
2020.0,3.0,3.0,0.0
2020.0,3.0,3.0,0.0
2020.0,3.0,3.0,3430.0
2020.0,3.0,3.0,0.0
2020.0,3.0,3.0,0.0
2020.0,3.0,3.0,0.0
2020.0,3.0,3.0,0.0
2020.0,3.0,3.0,0.0
2020.0,4.0,3.0,8506.0
2020.0,4.0,3.0,0.0
2020.0,4.0,3.0,0.0
2020.0,4.0,3.0,0.0
2020.0,4.0,3.0,0.0
2020.0,4.0,3.0,5433.0
2020.0,4.0,3.0,0.0
2020.0,4.0,3.0,0.0
2020.0,4.0,3.0,0.0
2020.0,4.0,3.0,3154.0
2020.0,4.0,3.0,0.0
2020.0,4.0,3.0,0.0
2020.0,4.0,3.0,0.0
2020.0,4.0,3.0,0.0
2020.0,4.0,3.0,0.0
2020.0,5.0,3.0,9620.0
2020.0,5.0,3.0,0.0
2020.0,5.0,3.0,0.0
2020.0,5.0,3.0,0.0
2020.0,5.0,3.0,0.0
2020.0,5.0,3.0,5871.0
2020.0,5.0,3.0,0.0
2020.0,5.0,3.0,0.0
2020.0,5.0,3.0,0.0
2020.0,5.0,3.0,2994.0
2020.0,5.0,3.0,0.0
2020.0,5.0,3.0,0.0
2020.0,5.0,3.0,0.0
2020.0,5.0,3.0,0.0
2020.0,5.0,3.0,0.0
2020.0,6.0,3.0,10111.0
2020.0,6.0,3.0,0.0
2020.0,6.0,3.0,0.0
2020.0,6.0,3.0,0.0
2020.0,6.0,3.0,0.0
2020.0,6.0,3.0,6914.0
2020.0,6.0,3.0,0.0
2020.0,6.0,3.0,0.0
2020.0,6.0,3.0,0.0
2020.0,6.0,3.0,2828.0
2020.0,6.0,3.0,0.0
2020.0,6.0,3.0,0.0
2020.0,6.0,3.0,0.0
2020.0,6.0,3.0,0.0
2020.0,6.0,3.0,0.0
2020.0,7.0,3.0,8930.0
2020.0,7.0,3.0,0.0
2020.0,7.0,3.0,0.0
2020.0,7.0,3.0,0.0
2020.0,7.0,3.0,0.0
2020.0,7.0,3.0,7475.0
2020.0,7.0,3.0,0.0
2020.0,7.0,3.0,0.0
2020.0,7.0,3.0,0.0
2020.0,7.0,3.0,2858.0
2020.0,7.0,3.0,0.0
2020.0,7.0,3.0,0.0
2020.0,7.0,3.0,0.0
2020.0,7.0,3.0,0.0
2020.0,7.0,3.0,0.0
2020.0,8.0,3.0,8023.0
2020.0,8.0,3.0,0.0
2020.0,8.0,3.0,0.0
2020.0,8.0,3.0,0.0
2020.0,8.0,3.0,0.0
2020.0,8.0,3.0,7171.0
2020.0,8.0,3.0,0.0
2020.0,8.0,3.0,0.0
2020.0,8.0,3.0,0.0
2020.0,8.0,3.0,3122.0
2020.0,8.0,3.0,0.0
2020.0,8.0,3.0,0.0
2020.0,8.0,3.0,0.0
2020.0,8.0,3.0,0.0
2020.0,8.0,3.0,0.0
2020.0,9.0,3.0,5830.0
2020.0,9.0,3.0,0.0
2020.0,9.0,3.0,0.0
2020.0,9.0,3.0,0.0
2020.0,9.0,3.0,0.0
2020.0,9.0,3.0,7286.0
2020.0,9.0,3.0,0.0
2020.0,9.0,3.0,0.0
2020.0,9.0,3.0,0.0
2020.0,9.0,3.0,3563.0
2020.0,9.0,3.0,0.0
2020.0,9.0,3.0,0.0
2020.0,9.0,3.0,0.0
2020.0,9.0,3.0,0.0
2020.0,9.0,3.0,0.0
2020.0,10.0,3.0,4858.0
2020.0,10.0,3.0,0.0
2020.0,10.0,3.0,0.0
2020.0,10.0,3.0,0.0
2020.0,10.0,3.0,0.0
2020.0,10.0,3.0,6671.0
2020.0,10.0,3.0,0.0
2020.0,10.0,3.0,0.0
2020.0,10.0,3.0,0.0
2020.0,10.0,3.0,2996.0
2020.0,10.0,3.0,0.0
2020.0,10.0,3.0,0.0
2020.0,10.0,3.0,0.0
2020.0,10.0,3.0,0.0
2020.0,10.0,3.0,0.0
2020.0,11.0,3.0,4489.0
2020.0,11.0,3.0,0.0
2020.0,11.0,3.0,0.0
2020.0,11.0,3.0,0.0
2020.0,11.0,3.0,0.0
2020.0,11.0,3.0,6145.0
2020.0,11.0,3.0,0.0
2020.0,11.0,3.0,0.0
2020.0,11.0,3.0,0.0
2020.0,11.0,3.0,2941.0
2020.0,11.0,3.0,0.0
2020.0,11.0,3.0,0.0
2020.0,11.0,3.0,0.0
2020.0,11.0,3.0,0.0
2020.0,11.0,3.0,0.0
2020.0,12.0,3.0,5197.0
2020.0,12.0,3.0,0.0
2020.0,12.0,3.0,0.0
2020.0,12.0,3.0,0.0
2020.0,12.0,3.0,0.0
2020.0,12.0,3.0,6720.0
2020.0,12.0,3.0,0.0
2020.0,12.0,3.0,0.0
2020.0,12.0,3.0,0.0
2020.0,12.0,3.0,2906.0
2020.0,12.0,3.0,0.0
2020.0,12.0,3.0,0.0
2020.0,12.0,3.0,0.0
2020.0,12.0,3.0,0.0
2020.0,12.0,3.0,0.0
2020.0,3.0,13.0,5748.0
2020.0,3.0,13.0,0.0
2020.0,3.0,13.0,0.0
2020.0,3.0,13.0,0.0
2020.0,3.0,13.0,0.0
2020.0,3.0,13.0,7775.0
2020.0,3.0,13.0,0.0
2020.0,3.0,13.0,0.0
2020.0,3.0,13.0,0.0
2020.0,3.0,13.0,2907.0
2020.0,3.0,13.0,0.0
2020.0,3.0,13.0,0.0
2020.0,3.0,13.0,0.0
2020.0,3.0,13.0,0.0
2020.0,3.0,13.0,0.0
2020.0,3.0,14.0,4974.0
2020.0,3.0,14.0,0.0
2020.0,3.0,14.0,0.0
2020.0,3.0,14.0,0.0
2020.0,3.0,14.0,0.0
2020.0,3.0,14.0,8442.0
2020.0,3.0,14.0,0.0
2020.0,3.0,14.0,0.0
2020.0,3.0,14.0,0.0
2020.0,3.0,14.0,3269.0
2020.0,3.0,14.0,0.0
2020.0,3.0,14.0,0.0
2020.0,3.0,14.0,0.0
2020.0,3.0,14.0,0.0
2020.0,3.0,14.0,0.0
2020.0,3.0,15.0,3694.0
2020.0,3.0,15.0,0.0
2020.0,3.0,15.0,0.0
2020.0,3.0,15.0,0.0
2020.0,3.0,15.0,0.0
2020.0,3.0,15.0,8832.0
2020.0,3.0,15.0,0.0
2020.0,3.0,15.0,0.0
2020.0,3.0,15.0,0.0
2020.0,3.0,15.0,3825.0
2020.0,3.0,15.0,0.0
2020.0,3.0,15.0,0.0
2020.0,3.0,15.0,0.0
2020.0,3.0,15.0,0.0
2020.0,3.0,15.0,0.0
2020.0,3.0,16.0,3395.0
2020.0,3.0,16.0,0.0
2020.0,3.0,16.0,0.0
2020.0,3.0,16.0,0.0
2020.0,3.0,16.0,0.0
2020.0,3.0,16.0,8504.0
2020.0,3.0,16.0,0.0
2020.0,3.0,16.0,0.0
2020.0,3.0,16.0,0.0
2020.0,3.0,16.0,4225.0
2020.0,3.0,16.0,0.0
2020.0,3.0,16.0,0.0
2020.0,3.0,16.0,0.0
2020.0,3.0,16.0,0.0
2020.0,3.0,16.0,0.0
2020.0,3.0,17.0,2488.0
2020.0,3.0,17.0,0.0
2020.0,3.0,17.0,0.0
2020.0,3.0,17.0,0.0
2020.0,3.0,17.0,0.0
2020.0,3.0,17.0,7057.0
2020.0,3.0,17.0,0.0
2020.0,3.0,17.0,0.0
2020.0,3.0,17.0,0.0
2020.0,3.0,17.0,3538.0
2020.0,3.0,17.0,0.0
2020.0,3.0,17.0,0.0
2020.0,3.0,17.0,0.0
